编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,电话4,商家地址,宝贝数,销量,月销售额,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
1075,,五金,=HYPERLINK("aliim:sendmsg?&touid=cntaobao晓馨2号店"，"点我对话"),晓馨2号店,馨帮帮sinbounboun,,,,,https://shop35518045.taobao.com,,,907764.62,辽宁,马丁靴女,,4.71978分,-1.57%,4.79448分,-0.85%,4.78308分,-1.22%,,,,,,,,,,
1076,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao微雨仙子"，"点我对话"),微雨仙子,潮阁一微雨家,,,,,https://shop63077130.taobao.com,,,0,辽宁,马丁靴女,,4.92035分,61.12%,4.93641分,61.32%,4.93775分,60.59%,,,,,,,,,,
1077,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb71761465"，"点我对话"),tb71761465,雅丝娜女鞋专柜,,,,,https://shop110210994.taobao.com,,,129822.00,辽宁,马丁靴女,,4.64089分,-3.22%,4.67411分,-3.34%,4.72722分,-2.37%,,,,,,,,,,
1078,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolsx_jinqing"，"点我对话"),lsx_jinqing,九公主原创时尚女鞋,,,,,https://shop35613167.taobao.com,,,113432.00,辽宁,马丁靴女,,4.85258分,28.05%,4.87825分,25.93%,4.88623分,27.97%,,,,,,,,,,
1079,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao花开满树桠"，"点我对话"),花开满树桠,花开满树桠,,02022091746,,,https://shop62426035.taobao.com,,,102775.00,辽宁,马丁靴女,,4.9632分,82.04%,4.97013分,81.83%,4.97013分,81.09%,,,,,,,,,,
1080,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao鞋子比脚全女鞋"，"点我对话"),鞋子比脚全女鞋,鞋子比脚全女鞋批发代,,,,,https://shop395234675.taobao.com,,,71483.00,辽宁,马丁靴女,,4.64262分,-3.18%,4.68307分,-3.15%,4.70296分,-2.87%,,,,,,,,,,
1081,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao淘美儿88"，"点我对话"),淘美儿88,CHERRYYOYO韩风时尚,,,,,https://shop115852597.taobao.com,,,0,辽宁,马丁靴女,,4.88734分,45.01%,4.90591分,42.76%,4.91324分,45.07%,,,,,,,,,,
1082,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaorezendo"，"点我对话"),rezendo,睿怎设计师品牌女装,,,,,https://shop101255297.taobao.com,,,85380.00,辽宁,马丁靴女,,4.88213分,42.47%,4.91217分,46.57%,4.90937分,42.62%,,,,,,,,,,
1083,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao细心体贴网购店"，"点我对话"),细心体贴网购店,鞋の魅力女鞋店,13926007968,,,,https://shop59095351.taobao.com,,,104072.00,辽宁,马丁靴女,,4.84404,23.88%,4.87332,22.93%,4.89106分,31.03%,,,,,,,,,,
1084,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao黄师傅80355591"，"点我对话"),黄师傅80355591,黄师傅高端女鞋制定,,,,,https://shop162680180.taobao.com,,,43756.00,辽宁,马丁靴女,,4.8908分,46.70%,4.91576分,48.75%,4.94228分,63.46%,,,,,,,,,,
1085,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoq406700804"，"点我对话"),q406700804,四巷二号,,,,,https://shop126989317.taobao.com,,,1637464.00,辽宁,马丁靴女,,4.80507分,4.92%,4.83396分,0.10%,4.82081分,0.44%,,,,,,,,,,
1086,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao德利鞋柜"，"点我对话"),德利鞋柜,德利鞋柜,,,,,https://shop120495123.taobao.com,,,111272.00,辽宁,马丁靴女,,4.95376分,77.43%,4.96037分,75.89%,4.96962分,80.77%,,,,,,,,,,
1087,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao成者为王bbq"，"点我对话"),成者为王bbq,成者为王女鞋店,,,,,https://shop73403866.taobao.com,,,290562.00,辽宁,马丁靴女,,4.8878分,45.24%,4.91577分,48.76%,4.91577分,46.67%,,,,,,,,,,
1088,杭州伊玔贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao语卡璐旗舰店"，"点我对话"),语卡璐旗舰店,语卡璐旗舰店,,,,,https://shop553692079.taobao.com,,,2566073.00,辽宁,马丁靴女,,4.91439分,32.69%,4.89124分,35.48%,4.90097分,37.94%,,,,,,,,,,
1089,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaosexy公主屋"，"点我对话"),sexy公主屋,sexy公主屋,,,13068822467,,https://shop62695368.taobao.com,,,120554.00,辽宁,马丁靴女,,4.72524,-1.46%,4.77238,-1.31%,4.79143分,-1.05%,,,,,,,,,,
1090,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao贝丽斯鞋坊"，"点我对话"),贝丽斯鞋坊,贝丽斯鞋坊,,,,,https://shop111090232.taobao.com,,,1262286.00,辽宁,马丁靴女,,4.9452分,73.25%,4.95874分,74.90%,4.95751分,73.10%,,,,,,,,,,
1091,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaovigarjiang"，"点我对话"),vigarjiang,念念鞋事女鞋定制,15920533024,,,,https://shop58826083.taobao.com,,,101047.00,辽宁,马丁靴女,,4.79517分,0.10%,4.82061分,0.31%,4.84288分,0.53%,,,,,,,,,,
1092,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoyaping20101220"，"点我对话"),yaping20101220,范丽图工厂店,,,,,https://shop64878943.taobao.com,,,32156.00,辽宁,马丁靴女,,4.97554分,88.07%,4.97248分,83.27%,4.97248分,82.59%,,,,,,,,,,
1093,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaovanie钟燕"，"点我对话"),vanie钟燕,艺名小蘑茹,,,,,https://shop71985580.taobao.com,,,197107.00,辽宁,马丁靴女,,4.84235分,23.05%,4.87991分,26.94%,4.89214分,31.71%,,,,,,,,,,
1094,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao蜡笔小新卖女鞋"，"点我对话"),蜡笔小新卖女鞋,欧版女鞋高端定制,,,,,https://shop160116674.taobao.com,,,2339174.00,辽宁,马丁靴女,,4.79618分,0.52%,4.83817分,1.55%,4.84427分,1.41%,,,,,,,,,,
1095,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao阿翠渊"，"点我对话"),阿翠渊,伊菲琳,,,,,https://shop304167673.taobao.com,,,189215.00,辽宁,马丁靴女,,4.94698,74.14%,4.95519,72.76%,4.95743分,73.07%,,,,,,,,,,
1096,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao品牌潮流时尚店88"，"点我对话"),品牌潮流时尚店88,真皮女鞋专柜1314,,,,,https://shop114971051.taobao.com,,,77068.00,辽宁,马丁靴女,,4.78134分,0.28%,4.793分,-0.88%,4.81924分,0.47%,,,,,,,,,,
1097,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao5个c男人"，"点我对话"),5个c男人,木可百慕,,17302045624,,,https://shop70543743.taobao.com,,,185574.00,辽宁,马丁靴女,,4.87645分,39.70%,4.91377分,47.54%,4.91634分,47.03%,,,,,,,,,,
1098,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao步步高国际鞋业"，"点我对话"),步步高国际鞋业,步步高国际鞋业,18520459838,,,,https://shop67259512.taobao.com,,,34896.00,辽宁,马丁靴女,,4.99351分,96.83%,4.99351分,96.05%,4.98701分,91.78%,,,,,,,,,,
1099,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao代购一二线品牌女鞋"，"点我对话"),代购一二线品牌女鞋,莉萝家高端定制,,,,,https://shop123614022.taobao.com,,,1267287.00,辽宁,马丁靴女,,4.76034分,-0.72%,4.80322分,-0.67%,4.817分,-0.51%,,,,,,,,,,
1100,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao郭海生131488"，"点我对话"),郭海生131488,丽人鞋屋高端定制,,,,,https://shop104019414.taobao.com,,,0,辽宁,马丁靴女,,4.79252,0.10%,4.83755,1.17%,4.84085分,0.10%,,,,,,,,,,
1101,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao红孩儿顶呱呱"，"点我对话"),红孩儿顶呱呱,大小姐美鞋店,,,,,https://shop106980982.taobao.com,,,384291.00,辽宁,马丁靴女,,4.95281分,76.97%,4.9591分,75.12%,4.95333分,70.45%,,,,,,,,,,
1102,广州市豫雅鞋业有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao摩登女郎旗舰店"，"点我对话"),摩登女郎旗舰店,摩登女郎旗舰店,,,,,https://shop578630769.taobao.com,,,187437.00,辽宁,马丁靴女,,4.91322分,31.76%,4.8843分,31.38%,4.88843分,30.09%,,,,,,,,,,
1103,广州拓飞商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaodoms鞋类旗舰店"，"点我对话"),doms鞋类旗舰店,doms鞋类旗舰店,,,,,https://shop105615172.taobao.com,,,80507.22,辽宁,马丁靴女,,4.7494分,2.53%,4.76169分,1.44%,4.79242分,0.99%,,,,,,,,,,
1104,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaogwokhiucyun"，"点我对话"),gwokhiucyun,Gossip 绯闻,,,,,https://shop121380772.taobao.com,,,235090.00,辽宁,马丁靴女,,4.95528分,78.17%,4.96498分,78.70%,4.96767分,79.53%,,,,,,,,,,
1105,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaog囡囡h"，"点我对话"),g囡囡h,三好先生的店,,,,,https://shop109557185.taobao.com,,,324535.00,辽宁,马丁靴女,,4.86861分,35.87%,4.9149分,48.23%,4.9149分,46.12%,,,,,,,,,,
1106,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao足道女鞋"，"点我对话"),足道女鞋,尚品轩女鞋店,,,,,https://shop107519024.taobao.com,,,0,辽宁,马丁靴女,,4.9255分,63.64%,4.93696分,61.65%,4.94413分,64.63%,,,,,,,,,,
1107,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaojielida8113882"，"点我对话"),jielida8113882,芈格妮时尚女鞋,,,15217999925,,https://shop101769646.taobao.com,,,187414.00,辽宁,马丁靴女,,4.87689分,39.95%,4.89779分,37.87%,4.89082分,30.94%,,,,,,,,,,
1108,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoxticfhitx1986"，"点我对话"),xticfhitx1986,踢踏情缘,15112127939,,,,https://shop61341177.taobao.com,,,214990.00,辽宁,马丁靴女,,4.76081分,-0.72%,4.83141分,0.10%,4.82853分,0.28%,,,,,,,,,,
1109,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao闺蜜shoes"，"点我对话"),闺蜜shoes,模特女主,,,,,https://shop124884383.taobao.com,,,391797.00,辽宁,马丁靴女,,4.77257分,0.47%,4.81192分,0.49%,4.81308分,-0.60%,,,,,,,,,,
1110,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao创客电商公司"，"点我对话"),创客电商公司,香港姿西高端女鞋,,,,,https://shop165690374.taobao.com,,,0,辽宁,马丁靴女,,4.9503,75.74%,4.96121,76.40%,4.96606分,78.51%,,,,,,,,,,
1111,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao路施南正品商城"，"点我对话"),路施南正品商城,LOULILEE STUDIO,,,,,https://shop73149041.taobao.com,,,886059.00,辽宁,马丁靴女,,4.81265,8.56%,4.86141,15.69%,4.87293分,19.55%,,,,,,,,,,
1112,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao蓝钻戒168"，"点我对话"),蓝钻戒168,伊人时尚鞋坊,,,,,https://shop105569774.taobao.com,,,102854.00,辽宁,马丁靴女,,4.99468分,97.41%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
1113,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao婷婷婷恩哼"，"点我对话"),婷婷婷恩哼,江南小姐,,,,,https://shop118496755.taobao.com,,,900996.00,辽宁,马丁靴女,,4.79853分,1.66%,4.84537分,5.93%,4.84486分,1.78%,,,,,,,,,,
1114,广州市玛菲玛图电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao广州玛菲玛图鞋类专营店"，"点我对话"),广州玛菲玛图鞋类专营店,广州玛菲玛图鞋类专营店,,,,,https://shop102747470.taobao.com,,,0,辽宁,马丁靴女,,4.89569分,17.98%,4.8949分,37.66%,4.89882分,36.60%,,,,,,,,,,
1115,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao善生之坊"，"点我对话"),善生之坊,善生之坊,,,,,https://shop117179910.taobao.com,,,141641.00,辽宁,马丁靴女,,4.66918分,-2.63%,4.70098分,-2.78%,4.73457分,-2.22%,,,,,,,,,,
1116,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao诗语女鞋"，"点我对话"),诗语女鞋,诗 语 女 鞋,,,,,https://shop126952186.taobao.com,,,983494.00,辽宁,马丁靴女,,4.91195分,57.02%,4.9317分,58.45%,4.94001分,62.02%,,,,,,,,,,
1117,上海旺谷电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao旺谷服饰专营店"，"点我对话"),旺谷服饰专营店,旺谷服饰专营店,,,,,https://shop62367854.taobao.com,,,13202148.00,辽宁,马丁靴女,,4.92712分,42.70%,4.9002分,40.80%,4.91464分,46.50%,,,,,,,,,,
1118,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao时尚女鞋坊158"，"点我对话"),时尚女鞋坊158,王晓兵的小店,,,,,https://shop104821565.taobao.com,,,331336.00,辽宁,马丁靴女,,4.84367分,23.75%,4.86523分,18.07%,4.86792分,16.45%,,,,,,,,,,
1119,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao三毛大叔从商"，"点我对话"),三毛大叔从商,三毛大叔高端女鞋,,,,,https://shop127638938.taobao.com,,,59326.00,辽宁,马丁靴女,,4.73333分,-1.29%,4.82051分,0.31%,4.84103分,0.10%,,,,,,,,,,
1120,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotineson"，"点我对话"),tineson,Riora精品鞋橱,15976236480,,15976236480,,https://shop112274084.taobao.com,,,267674.00,辽宁,马丁靴女,,4.75667分,-0.80%,4.80902分,-0.55%,4.81289分,-0.60%,,,,,,,,,,
1121,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao美丫丫女坊"，"点我对话"),美丫丫女坊,改潮换戴 女专坊,,,,,https://shop114576357.taobao.com,,,187348.00,辽宁,马丁靴女,,4.86864分,35.93%,4.90631分,43.05%,4.9053分,40.10%,,,,,,,,,,
1122,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaochengpinglin"，"点我对话"),chengpinglin,摩登鞋店,,,,,https://shop69621413.taobao.com,,,131580.00,辽宁,马丁靴女,,4.96947分,85.11%,4.96947分,81.44%,5.0分,100.00%,,,,,,,,,,
1123,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaozhangshiyang888"，"点我对话"),zhangshiyang888,石头鞋屋 独家精品,,,18613058848,,https://shop34050769.taobao.com,,,47140.00,辽宁,马丁靴女,,4.87342,38.26%,4.9019,40.36%,4.90506分,39.95%,,,,,,,,,,
1124,广州尹曦网络科技有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaokathygladys旗舰店"，"点我对话"),kathygladys旗舰店,kathygladys旗舰店,,,,,https://shop61749022.taobao.com,,,17753112.00,辽宁,马丁靴女,,4.96476分,72.29%,4.95816分,75.18%,4.95871分,74.12%,,,,,,,,,,
1125,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoshowquan1002"，"点我对话"),showquan1002,芊芊精品女鞋铺,,,,,https://shop109285507.taobao.com,,,95330.00,辽宁,马丁靴女,,4.84369分,23.71%,4.88778分,31.73%,4.87575分,21.34%,,,,,,,,,,
1126,东莞市佐恩贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao采艾儿旗舰店"，"点我对话"),采艾儿旗舰店,采艾儿旗舰店,,,,,https://shop108849870.taobao.com,,,1392526.00,辽宁,马丁靴女,,4.97168分,77.73%,4.93464分,61.23%,4.94336分,64.50%,,,,,,,,,,
1127,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao马柳增"，"点我对话"),马柳增,巴西妹style'匠心女鞋,,,,,https://shop70546770.taobao.com,,,1188573.00,辽宁,马丁靴女,,4.88958,46.11%,4.90883,44.54%,4.91418分,45.67%,,,,,,,,,,
1128,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaodick优品女鞋"，"点我对话"),dick优品女鞋,Dick迪克女鞋馆,,,,,https://shop124580896.taobao.com,,,144944.00,辽宁,马丁靴女,,4.85914分,31.29%,4.87839分,26.07%,4.84164分,0.10%,,,,,,,,,,
1129,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb131946_44"，"点我对话"),tb131946_44,Y M S 高端定制鞋橱,,,,,https://shop115602848.taobao.com,,,88090.00,辽宁,马丁靴女,,4.80216分,3.50%,4.82014分,0.32%,4.85252分,6.71%,,,,,,,,,,
1130,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao快乐购吧11589"，"点我对话"),快乐购吧11589,女神家小白鞋工厂店,15989049726,,,,https://shop70530930.taobao.com,,,577614.00,辽宁,马丁靴女,,4.93362,67.60%,4.93793,62.24%,4.9431分,63.98%,,,,,,,,,,
1131,,一金,=HYPERLINK("aliim:sendmsg?&touid=cntaobao杜384469327"，"点我对话"),杜384469327,奥佰丽康时尚鞋柜,,,,,https://shop105317857.taobao.com,,,3231554.00,辽宁,马丁靴女,,4.82分,12.14%,4.84654分,6.64%,4.84966分,4.82%,,,,,,,,,,
1132,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小时代小情歌"，"点我对话"),小时代小情歌,181巷 名媛女鞋,13392008441,,,,https://shop105579159.taobao.com,,,538319.00,辽宁,马丁靴女,,4.74178分,-1.11%,4.78733分,-1.00%,4.81639分,-0.53%,,,,,,,,,,
1133,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolily女鞋屋"，"点我对话"),lily女鞋屋,lily女鞋屋,,,,,https://shop111927342.taobao.com,,,256987.00,辽宁,马丁靴女,,4.8157分,10.04%,4.84919分,8.26%,4.87037分,17.93%,,,,,,,,,,
1134,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao窈窕丽人女鞋坊"，"点我对话"),窈窕丽人女鞋坊,一念女鞋,,,,,https://shop129233306.taobao.com,,,0,辽宁,马丁靴女,,4.77317,0.46%,4.8195,0.33%,4.82722分,0.31%,,,,,,,,,,
1135,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao一米阳光_shop1996"，"点我对话"),一米阳光_shop1996,新时尚女鞋铺,,,,,https://shop137849721.taobao.com,,,148476.00,辽宁,马丁靴女,,4.66651分,-2.68%,4.71577分,-2.48%,4.72797分,-2.36%,,,,,,,,,,
1136,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao玲搏乐89"，"点我对话"),玲搏乐89,淘淘精品鞋,,,,,https://shop73054346.taobao.com,,,92183.00,辽宁,马丁靴女,,4.87984,41.35%,4.8972,37.46%,4.89453分,33.23%,,,,,,,,,,
1137,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaobukesity2012"，"点我对话"),bukesity2012,暗黑南大门 高版本,,,,,https://shop70266405.taobao.com,,,272220.00,辽宁,马丁靴女,,4.98049分,90.48%,4.99024分,94.07%,4.99024分,93.83%,,,,,,,,,,
1138,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao幸福亿家543249"，"点我对话"),幸福亿家543249,aou 品牌店,,,18922419598,,https://shop63567736.taobao.com,,,255701.00,辽宁,马丁靴女,,4.81267分,8.57%,4.85399分,11.18%,4.86176分,12.48%,,,,,,,,,,
1139,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao专营中高档女装鞋"，"点我对话"),专营中高档女装鞋,LUCKYF女鞋,,,,,https://shop33716992.taobao.com,,,0,辽宁,马丁靴女,,4.78528分,0.21%,4.83887分,1.98%,4.84023分,0.10%,,,,,,,,,,
1140,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoe代时尚nx"，"点我对话"),e代时尚nx,艾力斯菲,,,,,https://shop148528732.taobao.com,,,0,辽宁,马丁靴女,,4.64254分,-3.18%,4.69243分,-2.96%,4.71043分,-2.72%,,,,,,,,,,
1141,广州天创时尚鞋业股份有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaokisscat官方旗舰店"，"点我对话"),kisscat官方旗舰店,kisscat官方旗舰店,,,,,https://shop62258985.taobao.com,,,0,辽宁,马丁靴女,,4.8516分,0%,4.85119分,11.72%,4.87288分,20.33%,,,,,,,,,,
1142,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao军旅无悔121"，"点我对话"),军旅无悔121,胭脂红女鞋,,,,,https://shop72046664.taobao.com,,,51560.00,辽宁,马丁靴女,,4.87902分,40.99%,4.90352分,41.35%,4.91271分,44.78%,,,,,,,,,,
1143,广州市魅力芭妮鞋业有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaopaiseto柏丝图旗舰店"，"点我对话"),paiseto柏丝图旗舰店,paiseto柏丝图旗舰店,,,,,https://shop105121365.taobao.com,,,27963206.00,辽宁,马丁靴女,,4.90361分,24.22%,4.87953分,28.53%,4.89422分,33.71%,,,,,,,,,,
1144,广州喜马拉雅户外用品有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao骆驼服饰旗舰店"，"点我对话"),骆驼服饰旗舰店,骆驼服饰旗舰店,,,,,https://shop60628842.taobao.com,,,0,辽宁,马丁靴女,,4.86776分,0%,4.85066分,11.41%,4.85464分,8.90%,,,,,,,,,,
1145,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao笑一笑精品鞋"，"点我对话"),笑一笑精品鞋,爱尚淘吧女鞋,,,,,https://shop117264027.taobao.com,,,27131.00,辽宁,马丁靴女,,4.89908分,50.77%,4.94495分,66.53%,4.90826分,41.97%,,,,,,,,,,
1146,广州智炫远贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao答茵旗舰店"，"点我对话"),答茵旗舰店,答茵旗舰店,,,,,https://shop363186480.taobao.com,,,47438.00,辽宁,马丁靴女,,5.0分,100%,5.0分,100%,5.0分,100%,,,,,,,,,,
1147,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao52淘江湖"，"点我对话"),52淘江湖,红人馆欧洲站,,,,,https://shop65032390.taobao.com,,,88022.00,辽宁,马丁靴女,,4.74408分,-1.06%,4.79586分,-0.82%,4.79882分,-0.89%,,,,,,,,,,
1148,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao好旺脚1957"，"点我对话"),好旺脚1957,人本素真皮女鞋商城,,,,,https://shop104437273.taobao.com,,,45874.00,辽宁,马丁靴女,,4.83459分,19.32%,4.8797分,26.87%,4.8797分,23.90%,,,,,,,,,,
1149,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao品牌女鞋店8号"，"点我对话"),品牌女鞋店8号,鞋匠工作室,,,,,https://shop105844504.taobao.com,,,207644.00,辽宁,马丁靴女,,4.79903分,1.97%,4.82864分,0.14%,4.83592分,0.12%,,,,,,,,,,
1150,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao亿馨香"，"点我对话"),亿馨香,亿馨香企业店铺,,,,,https://shop141286159.taobao.com,,,0,辽宁,马丁靴女,,4.83043,17.23%,4.85878,14.09%,4.86666分,15.58%,,,,,,,,,,
1151,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao足之恋鞋坊868"，"点我对话"),足之恋鞋坊868,足之恋女鞋专柜,,,,,https://shop122256033.taobao.com,,,0,辽宁,马丁靴女,,4.83117,17.65%,4.85099,9.42%,4.86471分,14.42%,,,,,,,,,,
1152,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaosfgdwab"，"点我对话"),sfgdwab,菲诺迪菲,,,,,https://shop62104897.taobao.com,,,0,辽宁,马丁靴女,,4.8781分,40.54%,4.9073分,43.65%,4.91683分,47.39%,,,,,,,,,,
1153,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao艾尚潮品"，"点我对话"),艾尚潮品,艾尚潮品,,,,,https://shop64960700.taobao.com,,,15540.00,辽宁,马丁靴女,,4.72727分,-1.41%,4.73864分,-2.00%,4.73864分,-2.13%,,,,,,,,,,
1154,深圳市珺瑶商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaochristinajoy旗舰店"，"点我对话"),christinajoy旗舰店,christinajoy旗舰店,,,,,https://shop112452468.taobao.com,,,1634932.00,辽宁,马丁靴女,,4.85253分,0%,4.85714分,15.27%,4.87327分,20.60%,,,,,,,,,,
1155,广州圣驼户外用品有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao骆驼女鞋旗舰店"，"点我对话"),骆驼女鞋旗舰店,骆驼女鞋旗舰店,,,,,https://shop67519361.taobao.com,,,0,辽宁,马丁靴女,,4.83354分,0.81%,4.83965分,4.88%,4.85794分,10.97%,,,,,,,,,,
1156,广州贵亮服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoflowcy旗舰店"，"点我对话"),flowcy旗舰店,flowcy旗舰店,,,,,https://shop63702761.taobao.com,,,5867320.00,辽宁,马丁靴女,,4.95812分,67.07%,4.95295分,72.09%,4.95697分,73.03%,,,,,,,,,,
1157,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao连连鞋业"，"点我对话"),连连鞋业,添财,,,,,https://shop64441827.taobao.com,,,129432.00,辽宁,马丁靴女,,4.81922分,11.76%,4.85588分,12.33%,4.86346分,13.55%,,,,,,,,,,
1158,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao超高端定制女鞋"，"点我对话"),超高端定制女鞋,超高端定制女鞋,,,,,https://shop163049743.taobao.com,,,549861.00,辽宁,马丁靴女,,4.79169分,0.10%,4.8536分,10.94%,4.85773分,9.93%,,,,,,,,,,
1159,广州携至贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoarv女鞋旗舰店"，"点我对话"),arv女鞋旗舰店,arv女鞋旗舰店,,,,,https://shop174435513.taobao.com,,,120021.50,辽宁,马丁靴女,,4.96809分,74.91%,4.97163分,83.17%,4.96454分,77.78%,,,,,,,,,,
1160,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao靓点美鞋8"，"点我对话"),靓点美鞋8,欧美时尚潮流高跟鞋8,,,,,https://shop114900951.taobao.com,,,14950.00,辽宁,马丁靴女,,4.84086分,22.37%,4.86638分,18.77%,4.89009分,30.48%,,,,,,,,,,
1161,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolining47230"，"点我对话"),lining47230,天使美鞋,,,15013086963,,https://shop65725465.taobao.com,,,32086.00,宁夏,马丁靴女,,4.86897分,36.05%,4.88276分,28.68%,4.87356分,19.95%,,,,,,,,,,
1162,魅惑工场(北京)科技有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaofoxychic旗舰店"，"点我对话"),foxychic旗舰店,foxychic旗舰店,,,,,https://shop299044360.taobao.com,,,530030.00,宁夏,马丁靴女,,4.96282分,70.77%,4.95986分,76.19%,4.97043分,81.47%,,,,,,,,,,
